time,x,time,y,time,z,time,error_norm
11.380904755436828779,0.0084163127467036247253,11.380904755436828779,-0.00062924314988777041435,11.380904755436828779,0.01503229234367609024,1.6249464447805070932,0
11.417318049802245739,0.0083743482828140258789,11.417318049802245739,-0.001175341079942882061,11.417318049802245739,0.015065191313624382019,1.6255852561220802688,1.9845311641693115234
11.449531414362962067,0.0083261514082551002502,11.449531414362962067,-0.0020659633446484804153,11.449531414362962067,0.014360714703798294067,1.6756686212460214502,1.9845311641693115234
11.481191163250224818,0.0082992315292358398438,11.481191163250224818,-0.0028484149370342493057,11.481191163250224818,0.013448792509734630585,1.725583958780826821,1.9845311641693115234
11.51712684285949706,0.0082740234211087226868,11.51712684285949706,-0.0035722083412110805511,11.51712684285949706,0.01301270071417093277,1.7755852973855876797,1.9845311641693115234
11.549043816507944982,0.0082642938941717147827,11.549043816507944982,-0.0045743598602712154388,11.549043816507944982,0.012146833352744579315,1.8254735744860284274,1.9845311641693115234
11.580874150590208416,0.0082916291430592536926,11.580874150590208416,-0.0053578419610857963562,11.580874150590208416,0.01080933399498462677,1.8754790580024451874,1.9845311641693115234
11.617857023724530663,0.0083235297352075576782,11.617857023724530663,-0.0060580438002943992615,11.617857023724530663,0.0096526388078927993774,1.9254086804528454113,1.9845311641693115234
11.649557945215434529,0.0083825299516320228577,11.649557945215434529,-0.0070472634397447109222,11.649557945215434529,0.0080111026763916015625,1.9755991093762645949,1.9845311641693115234
11.681530003443233667,0.0084404554218053817749,11.681530003443233667,-0.0078299539163708686829,11.681530003443233667,0.0066653685644268989563,2.0256505644515696574,1.9845311641693115234
11.717418389689136404,0.0084960572421550750732,11.717418389689136404,-0.0085113877430558204651,11.717418389689136404,0.0055510811507701873779,2.0756598007301798603,1.9845311641693115234
11.749298860303605707,0.008611959405243396759,11.749298860303605707,-0.0094693349674344062805,11.749298860303605707,0.0040080617181956768036,2.1257174631170423496,1.9845311641693115234
11.781280383298925685,0.0087064225226640701294,11.781280383298925685,-0.010008933022618293762,11.781280383298925685,0.0032431671861559152603,2.1756284616406702526,1.9845311641693115234
11.817273434789088427,0.0087421834468841552734,11.817273434789088427,-0.010013122111558914185,11.817273434789088427,0.0036823619157075881958,2.2256500845251965259,1.9845311641693115234
11.849103834701143256,0.0088208634406328201294,11.849103834701143256,-0.010088635608553886414,11.849103834701143256,0.0041399425826966762543,2.2756841191952359438,1.9845311641693115234
11.881336970777912398,0.0089033795520663261414,11.881336970777912398,-0.010199698619544506073,11.881336970777912398,0.0046422346495091915131,2.3256506970147614588,1.9845311641693115234
11.917890068683954397,0.0089727211743593215942,11.917890068683954397,-0.01024451572448015213,11.917890068683954397,0.005189222283661365509,2.375684723229520845,1.9845311641693115234
11.94972645340543238,0.0090942336246371269226,11.94972645340543238,-0.010399388149380683899,11.94972645340543238,0.0058061699382960796356,2.4256665011334868076,1.9845311641693115234
11.981656306288705593,0.0092104692012071609497,11.981656306288705593,-0.010561834089457988739,11.981656306288705593,0.0060421116650104522705,2.4756427381324690451,1.9845311641693115234
12.018243367045572612,0.0093062138184905052185,12.018243367045572612,-0.010649747215211391449,12.018243367045572612,0.0062988549470901489258,2.5256005222728266091,1.9845311641693115234
12.050138908087081546,0.009460947476327419281,12.050138908087081546,-0.010823907330632209778,12.050138908087081546,0.0063412645831704139709,2.5756585938295719629,1.9845311641693115234
12.081925171044080258,0.009609179571270942688,12.081925171044080258,-0.010996472090482711792,12.081925171044080258,0.0061816866509616374969,2.6256579688589409827,1.9845311641693115234
12.118072275701289087,0.0097387228161096572876,12.118072275701289087,-0.011128015816211700439,12.118072275701289087,0.0060884132981300354004,2.6757028217177749596,1.9845311641693115234
12.149679888156056151,0.0099293887615203857422,12.149679888156056151,-0.011377924121916294098,12.149679888156056151,0.0057581770233809947968,2.7257123997380281466,1.9845311641693115234
12.181562689956098922,0.0098993079736828804016,12.181562689956098922,-0.011427771300077438354,12.181562689956098922,0.0057156383991241455078,2.7756457275310317812,1.9845311641693115234
12.217851512225283983,0.0094462111592292785645,12.217851512225283983,-0.011057394556701183319,12.217851512225283983,0.0063815969042479991913,2.8255887999339051042,1.9845311641693115234
12.249495609962165688,0.0088796196505427360535,12.249495609962165688,-0.010651193559169769287,12.249495609962165688,0.0068927705287933349609,2.8755527430318217341,1.9845311641693115234
12.281482118100338852,0.008478641510009765625,12.281482118100338852,-0.010396921075880527496,12.281482118100338852,0.0071833753027021884918,2.9254888484965100304,1.9845311641693115234
12.317900594951471049,0.0080702984705567359924,12.317900594951471049,-0.010118157602846622467,12.317900594951471049,0.0077081276103854179382,2.9757560866215677642,1.9845311641693115234
12.349930239429792067,0.0075568566098809242249,12.349930239429792067,-0.009812656790018081665,12.349930239429792067,0.0080943405628204345703,3.0256076425168556554,1.9845311641693115234
12.381846980475121001,0.0071803759783506393433,12.381846980475121001,-0.0096368957310914993286,12.381846980475121001,0.0080943042412400245667,3.0757084178614331194,1.9845311641693115234
12.417988116800511733,0.0068038813769817352295,12.417988116800511733,-0.009454295039176940918,12.417988116800511733,0.008131762966513633728,3.1257831465527301518,1.9845311641693115234
12.449531993542837682,0.0063338885083794593811,12.449531993542837682,-0.0092805977910757064819,12.449531993542837682,0.0079163610935211181641,3.1756806273849971234,1.9845311641693115234
12.481647850630844587,0.0059986030682921409607,12.481647850630844587,-0.0091888457536697387695,12.481647850630844587,0.0075830509886145591736,3.2255522364339062058,1.9845311641693115234
12.518135774027260965,0.005672920960932970047,12.518135774027260965,-0.0090813515707850456238,12.518135774027260965,0.007141699083149433136,3.2756482240027540165,1.9845311641693115234
12.549925558042192009,0.0052699111402034759521,12.549925558042192009,-0.0089697344228625297546,12.549925558042192009,0.0063863182440400123596,3.3256174513723544273,1.9845311641693115234
12.581791574435822412,0.005044297780841588974,12.581791574435822412,-0.0088756429031491279602,12.581791574435822412,0.0060467100702226161957,3.375663337122190466,1.9845311641693115234
12.617908109603032329,0.0049183322116732597351,12.617908109603032329,-0.0087013430893421173096,12.617908109603032329,0.0064293262548744678497,3.4256390144338308978,1.9845311641693115234
12.649658522683107975,0.0047324667684733867645,12.649658522683107975,-0.0085153728723526000977,12.649658522683107975,0.0069503821432590484619,3.4756131849221234553,1.9845311641693115234
12.681470817458107447,0.0045884759165346622467,12.681470817458107447,-0.0084186857566237449646,12.681470817458107447,0.0071737919934093952179,3.525569652779127594,1.9845311641693115234
12.717650489330512897,0.0044505302794277667999,12.717650489330512897,-0.0083263227716088294983,12.717650489330512897,0.007303141523152589798,3.5757436726205940047,1.9845311641693115234
12.749975562324493694,0.004271626938134431839,12.749975562324493694,-0.0082363216206431388855,12.749975562324493694,0.0073554553091526031494,3.6256153170472900094,1.9845311641693115234
12.781786893558194862,0.0041361562907695770264,12.781786893558194862,-0.0082077383995056152344,12.781786893558194862,0.0073824827559292316437,3.6756600945756758847,1.9845311641693115234
12.818155677695269645,0.0040135914459824562073,12.818155677695269645,-0.008186688646674156189,12.818155677695269645,0.0074773202650249004364,3.7256135089620463496,1.9845311641693115234
12.850225278819614516,0.0038615479134023189545,12.850225278819614516,-0.0081892758607864379883,12.850225278819614516,0.0075571388006210327148,3.7756172910653980068,1.9845311641693115234
12.881697596558913332,0.0037548919208347797394,12.881697596558913332,-0.0082032578065991401672,12.881697596558913332,0.0074334512464702129364,3.8256881182425255261,1.9845311641693115234
